ICATU HARTFORD SEGUROS S/A
IHM ENGENHARIA E SISTEMAS DE AUTOMACAO L
IMPRIMASET LTDA .
INELTO S/A CONSTRUCOES E COMERCIO
INSTITUTO DE PREVIDENCIA DOS SERVIDORES
INSTITUTO MINEIRO DE RADIODIAGNOSTICO LT
INTERNACIONAL PECAS LTDA
J PAR DISTRIBUIDORA DE VEICULOS LTDA
JCLC VEICULOS LTDA
JOSE ANCHIETA DA SILVA ADVOCACIA
JPAR DISTRIBUIDORA DE VEICULOS LTDA
JULIO SIMOES LOGISTICA S A
KROLL SERVICOS E OBRAS LTDA
LIDER FAST COURIER LTDA
LIVRARIA DEL REY EDITORA LTDA
LOCALIZA RENT A CAR S.A
LOCBRAS LOCADORA DE FERRAMENTAS ELETRICA
LOCGUEL LOCADORA DE EQUIPAMENTOS PARA CO
LOJA ELETRICA LTDA
M LOBO REPRESENTACOES LTDA
M PIRES FERNANDES & CIA LTDA
MADSON ELETROMETALURGICA LTDA
MAPFRE VERA CRUZ SEGURADORA S A
MAQ LAR REFRIGERACAO LTDA
MASB 4 SPE LTDA
MASB DESENVOLVIMENTO IMOBILIARIO S/A
MASTER TURISMO LTDA
MATE COURO S/A
MATERMED LTDA
METALURGICA VALE DO JATOBA LTDA
METRON DESENVOLVIMENTO URBANO LTDA
MILENIO TRANSPORTES LTDA
MINAS MOTOS LTDA
MINISTERIO DE LOUVOR DIANTE DO TRONO LTD
MITRA ARQUIDIOCESANA DE BELO HORIZONTE
MODERNA INDUSTRIA DE PLASTICOS E MOVEIS
MODERNA INDUSTRIA DE PLASTICOS E MOVEIS
MODERNA INDUSTRIA DE PLASTICOS E MOVEIS
MODERNA INDUSTRIA DE PLASTICOS E MOVEIS
MONGERAL S/A SEGUROS E PREVIDENCIA
MRV ENGENHARIA E PARTICIPACOES S A
NET BELO HORIZONTE LTDA .
NET SERVICE LTDA '
NEUMAN & ESSER AMERICA DO SUL LTDA
NEWCOM NEGOCIOS E SOLUCOES DE TI S A
PACTUAL NEGOCIOS IMOBILIARIOS S/A
PERFIL ENGENHARIA S A
PERSIANAS CRIATIVA LTDA
POROS CONSTRUTORA LTDA
PORT DISTRIBUIDORA DE INFORMATICA E PAPE
PRIMUS TURISMO & VIAGENS LTDA
PROCURADORIA GERAL DE JUSTICA DE MINAS G
PRUDENCIAL EMPREENDIMENTOS E PARTICIPACO
PRUDENCIAL EMPREENDIMENTOS E PARTICIPACO
QUIMICA REAL LTDA
R V TECNOLOGIA E SISTEMAS S/A
REAL ONIBUS LTDA
RKM ZAIDAL EMPREENDIMENTO LTDA
S & A SISTEMAS E AUTOMACAO LTDA
SANTA BARBARA ENGENHARIA SA
SANTA ROSA BUREAU CULTURAL LTDA
SANTA TEREZINHA DISTRIBUIDORA PRODUTO E
SECRETARIA DE ESTADO DA CULTURA DEPARTAM
SELPE SELECAO DE PESSOAL LTDA
SENAT SERVICO NACIONAL DE APRENDIZAGEM D
SENIOR GEOLOGIA E MINERACAO LTDA
SERMIG SERVICO DE RADIOLOGIA E ULTRASONO
SERVICO NACIONAL DE APRENDIZAGEM COMERCI
SERVICO SOCIAL DA INDUSTRIA SESI
SERVICO SOCIAL DAS ESTRADAS DE FERRO
SICOOB CREDICOM COOPERATIVA DE ECONOMIA
SINDICATO DOS SERVIDORES DA JUSTICA DO E
SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE
SOCIEDADE MINEIRA DE PNEUS LTDA
SOMATTOS ENGENHARIA E COMERCIO LTDA
STOLA DO BRASIL LTDA
STRATA ENGENHARIA LTDA .
SUDESTE ENGENHARIA E COMERCIO LTDA
SUPERSTAR AUTOMOVEIS LTDA
SYNOS CONSULTORIA E INFORMATICA LTDA
T V 8T VIAGENS E TURISMO LTDA EPP
T V FILME SISTEMAS LTDA
TAMFELT TECNOLOGIA EM FILTRACAO LTDA
TAMOIOS EDITORA GRAFICA LTDA
TANGARA IMPORTADORA E EXPORTADORA S/A
TEKNIKA DIAGNOSTICOS COMERCIO DE MATERIA
TEKNISA SOFTWARE & SERVICOS LTDA
TERMOTECNICA INDUSTRIA E COMERCIO LTDA
TERMOV TERCEIRIZACAO DA MOVIMENTACAO DE
THEGA INDUSTRIA E COMERCIO LTDA
THERMOTITE DO BRASIL LTDA
TOLEDO DO BRASIL INDUSTRIA DE BALANCAS L
UNIFAR DROGARIA LTDA
UNIMAGEM UNIDADE AVANCADA DE IMAGEM LTDA
UNIMED BELO HORIZONTE COOPERATIVA DE TRA
UQ COMERCIAL S/A
V F TECIDOS E CONFECCOES LTDA
VBR ARTES GRAFICAS LTDA
VIA JAP COMERCIO DE VEICULOS LTDA
VIACAO ANCHIETA LTDA
VIACAO PARAENSE LTDA
VILASA CONSTRUTORA LTDA
VISIONTECH MEDICAL OPTICS LTDA
XPRO SISTEMAS LTDA .
XSTRATA BRASIL EXPLORACAO MINERAL LTDA
YOKI ALIMENTOS S/A
