3A&F TECNOLOGIA DA INFORMACAO LTDA
ACAO ASSESSORIA DE COBRANCA LTDA
AEC CENTRO DE CONTATOS S/A
AGENTZ PRODUCOES CULTURAIS LTDA
ALIANCA DE ATACADOS E SUPERMERCADOS S.A
ALICERCE EMPREENDIMENTOS LTDA.
AMADEUS SOFTWARES DE PREVIDENCIA E SAUDE
AMPHORA LTDA
ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SEC
ASSOCIACAO DE ASSISTENCIA A SAUDE DOS EM
ASSOCIACAO DE DESENVOLVIMENTO DA RADIODI
ASSOCIACAO EDUCATIVA DO BRASIL SOEBRAS
ASSOCIACAO EVANGELICA BENEFICENTE DE MIN
ASSOCIACAO INTERNACIONAL DE EDUCACAO DE
ASSOCIACAO PELA REDEFINICAO DO ACESSO AO
ATENAS ENGENHARIA LTDA
ATITEL LTDA
ATLANTIDA EMPREENDIMENTOS IMOBILIARIOS L
ATT/PS INFORMATICA S A
AUTO JAPAN VEICULOS E PECAS LTDA
BAC VEICULOS LTDA
BELO TRANSPORTES LTDA
BETON ENGENHARIA LTDA
BORDEAUX VEICULOS LTDA
CAIXA DE PREVIDENCIA E ASSISTENCIA PREVC
CAIXA ESCOLAR DA ESCOLA MUNICIPAL ALICE
CAMB COMERCIO E REPRESENTACOES LTDA
Camter Construcoes E Empreendimentos S.
CARBEL S/A
CARVALHO QUEIROZ ENGENHARIA LTDA
CASA DE SAUDE SANTA MARIA LTDA
CASA DE SOFTWARE S/A
CASTRO MONTEIRO E CUNHA LABORATORIO DE A
CENTRAL COOPERATIVAS ECONOMIA CREDITO MU
CENTRAL DE ARTIGOS PARA LABORATORIOS LTD
CENTRO DE ESTUDOS E PESQUISAS EDUCACIONA
CENTRO NEFROLOGICO DE MINAS GERAIS LTDA
CIRURGICA GERVASIO LTDA
CLASSICA DISTRIBUIDORA DE LIVROS LTDA
COFERMETA S/A
COLLEN CONSTRUTORA MOHALLEN LTDA
COLYMAR ENGENHARIA LTDA
COMIM CONSTRUTORA LTDA
COMPANHIA DE FIACAO E TECIDOS CEDRO E CA
COMPEX INFORMATICA S/A
CONCRETO REDIMIX DO BRASIL
CONDOMINIO DO EDIFICIO BENESSERE
CONDOMINIO DO EDIFICIO LAS LENAS
CONDOMINIO DO EDIFICIO SAN DIEGO CONVENT
CONDOMINIO DO EDIFICIO TRADE CENTER
CONDOMINIO EDIFICIO SAN GIORGIO
CONGREGACAO DE SAO JOAO BATISTA
CONSELHO REGIONAL DE CORRETORES DE IMOVE
CONSTRUTORA AGATA LTDA
CONSTRUTORA AGMAR LTDA
CONSTRUTORA ATERPA S/A
CONSTRUTORA DINIZ CAMARGOS LTDA
CONSTRUTORA LIDER LTDA
CONSTRUTORA MELLO DE AZEVEDO S/A
CONSTRUTORA TEME LTDA.
CONSTRUTORA VIENGE LTDA
CONTRAFORTE ENGENHARIA LTDA
COOPERATIVA DE MEDICOS CLINICAS E ESPECI
COOPERATIVA DOS ANESTESIOLOGISTAS DE MIN
COOPERATIVA DOS PROFISSIONAIS DE ESPECIA
COOPERATIVA ECONOMIA CREDITO MUTUO FUNCI
COTEMIG EMPRESARIAL S/A
CPE EQUIPAMENTOS TOPOGRAFICOS LTDA
CULTURA INGLESA MG LTDA
CURUPIRA S/A .
D M PROMOCOES E EVENTOS LTDA
DATACELL TECNOLOGIA LTDA
DEPARTAMENTO NACIONAL DE PRODUCAO MINERA
DIACOM COMERCIAL LTDA
DIEFRA ENGENHARIA E CONSULTORIA LTDA
DISTRIBUIDORA LUNAR LTDA
DMA DISTRIBUIDORA LTDA
DMA DISTRIBUIDORA S/A
EDITORA DEL REY LTDA
EFEGEGE ADMINISTRACAO E PARTICIPACOES S/
ELMAZ TARRAF COMERCIO DE CAMINHOES E ONI
EMPRESA 1 SISTEMAS DE AUTOMACAO E COMERC
EMPRESA DE INFORMATICA INFORMACAO MUNICI
EMPRESA IRMAOS TEIXEIRA LTDA
ENAR LTDA
ENGESOLO ENGENHARIA LTDA
ENGSERJ LTDA .
ERNANE AGRICOLA EMPREENDIMENTOS IMOBILIA
ESPACO ENGENHARIA E CONSTRUCAO LTDA
ETC & TAL COMUNICACAO MARKETING PRODUCAO
EUROVILLE VEICULOS E PECAS LTDA
EVEN BRISA ALPHA EMPREENDIMENTOS IMOBILI
EVEN BRISA ETA EMPREENDIMENTOS IMOBILIAR
EVEN BRISA KAPPA EMPREENDIMENTOS IMOBILI
EVEN BRISA ZETA EMPREENDIMENTOS IMOBILIA
EXPERTISE INTELIGENCIA E PESQUISA DE MER
FALGO PARTICIPACOES S A
FARMACONN LTDA
FENCOM FEDERACAO NACIONAL DAS COOPERATIV
FERTILIZA PRODUTOS QUIMICOS COMERCIO E R
FIDENS ENGENHARIA S/A
FINANSYS SOFTWARES FINANCEIROS LTDA
FLASAN COMERCIAL E INDUSTRIA DE PERFIS D
FLE EMPREENDIMENTOS LTDA
FRICHE VALLE ENGENHARIA LTDA
FUNDACAO CULTURAL DE BELO HORIZONTE
FUNDACAO UNIVERSITARIA MENDES PIMENTEL
GALVAO ENGENHARIA S A .
GARCIA PEDROSA LTDA
GERALDO CORREA CORRETORA DE VALORES MOBI
GILBARCO DO BRASIL S/A EQUIPAMENTOS
GLAGIO DO BRASIL LTDA
GLOBO COMUNICACAO E PARTICIPACOES S/A
GOL SEGURANCA E VIGILANCIA LTDA
GRUPO LAPRON E ONCOLENS LTDA
HGM PROMOCOES LTDA .
HOLOS CONSULTORES ASSOCIADOS LTDA
